customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,Original_Index,Churn_Probability,Predicted_Churn,Risk_Level,Customer_Segment,Retention_Recommendation,Retention_Strategy,Retention_Priority,Recommended_Campaign
1302-UHBDD,Male,1,No,No,20,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,89.95,1648.45,No,2219,0.5425489,1,Medium,1.0,Offer annual or long-term contract incentive; Offer technical support assistance; Promote online security service; Offer online backup package; Review pricing and provide personalized offer; Offer fiber service support or loyalty benefit,Proactive retention communication; Long-term contract conversion offer; Technical support promotion; Online security package promotion; Personalized pricing review; Fiber service experience review; Early intervention and retention campaign,Medium,Contract Upgrade Campaign
3722-WPXTK,Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,88.35,88.35,Yes,2397,0.90890485,1,High,1.0,Priority retention outreach; Offer annual or long-term contract incentive; Offer technical support assistance; Promote online security service; Offer online backup package; Review pricing and provide personalized offer; Provide early-stage customer engagement; Offer fiber service support or loyalty benefit,Immediate retention outreach; Early customer onboarding support; Long-term contract conversion offer; Technical support promotion; Online security package promotion; Personalized pricing review; Fiber service experience review; Early intervention and retention campaign,Critical,Immediate Personal Outreach
7531-GQHME,Male,0,No,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.05,265.45,No,519,0.055161558,0,Low,1.0,Offer annual or long-term contract incentive,Maintain regular engagement; Long-term contract conversion offer; Early intervention and retention campaign,Low,Contract Upgrade Campaign
1335-NTIUC,Male,0,No,No,9,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,24.95,190.25,No,3505,0.6893446,1,Medium,1.0,Offer annual or long-term contract incentive; Offer technical support assistance; Promote online security service; Offer online backup package,Proactive retention communication; Long-term contract conversion offer; Technical support promotion; Online security package promotion; Early intervention and retention campaign,Medium,Contract Upgrade Campaign
9367-TCUYN,Female,0,No,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.1,223.6,No,5012,0.25116885,0,Low,1.0,Offer annual or long-term contract incentive,Maintain regular engagement; Long-term contract conversion offer; Early intervention and retention campaign,Low,Contract Upgrade Campaign
1536-HBSWP,Female,0,No,No,1,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,49.9,49.9,No,685,0.48941725,0,Medium,1.0,Offer annual or long-term contract incentive; Promote online security service; Offer online backup package; Provide early-stage customer engagement,Proactive retention communication; Early customer onboarding support; Long-term contract conversion offer; Online security package promotion; Early intervention and retention campaign,Medium,Contract Upgrade Campaign
8573-JGCZW,Male,0,No,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),19.65,351.55,No,3812,0.02579241,0,Low,1.0,Continue regular customer engagement,Maintain regular engagement; Early intervention and retention campaign,Low,Customer Loyalty Campaign
2694-CIUMO,Female,0,No,No,12,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),79.55,958.25,No,4986,0.76534146,1,High,1.0,Priority retention outreach; Offer annual or long-term contract incentive; Promote online security service; Offer online backup package; Offer fiber service support or loyalty benefit,Immediate retention outreach; Long-term contract conversion offer; Online security package promotion; Fiber service experience review; Early intervention and retention campaign,High,Retention Offer Campaign
2027-FECZV,Male,0,No,No,12,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,106.7,1253.9,Yes,2294,0.8087474,1,High,1.0,Priority retention outreach; Offer annual or long-term contract incentive; Offer technical support assistance; Promote online security service; Review pricing and provide personalized offer; Offer fiber service support or loyalty benefit,Immediate retention outreach; Long-term contract conversion offer; Technical support promotion; Online security package promotion; Personalized pricing review; Fiber service experience review; Early intervention and retention campaign,Critical,Immediate Personal Outreach
9103-TCIHJ,Female,0,No,No,15,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,55.7,899.8,Yes,5006,0.3312669,0,Low,1.0,Offer annual or long-term contract incentive; Offer technical support assistance; Offer online backup package,Maintain regular engagement; Long-term contract conversion offer; Technical support promotion; Early intervention and retention campaign,Low,Contract Upgrade Campaign
1545-JFUML,Male,0,Yes,No,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Electronic check,99.0,6994.6,No,3665,0.028484473,0,Low,0.0,Offer technical support assistance; Review pricing and provide personalized offer; Offer fiber service support or loyalty benefit,Maintain regular engagement; Technical support promotion; Personalized pricing review; Fiber service experience review; Loyalty and long-term customer engagement,Low,Customer Loyalty Campaign
0524-IAVZO,Female,0,Yes,No,30,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.0,2624.25,Yes,2155,0.6948605,1,Medium,1.0,Offer annual or long-term contract incentive; Offer technical support assistance; Promote online security service; Offer online backup package; Review pricing and provide personalized offer; Offer fiber service support or loyalty benefit,Proactive retention communication; Long-term contract conversion offer; Technical support promotion; Online security package promotion; Personalized pricing review; Fiber service experience review; Early intervention and retention campaign,Medium,Contract Upgrade Campaign
5519-TEEUH,Male,0,No,Yes,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,20.15,682.15,No,5487,0.01513537,0,Low,1.0,Continue regular customer engagement,Maintain regular engagement; Early intervention and retention campaign,Low,Customer Loyalty Campaign
6654-QGBZZ,Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.9,19.9,No,4817,0.65938246,1,Medium,1.0,Offer annual or long-term contract incentive; Provide early-stage customer engagement,Proactive retention communication; Early customer onboarding support; Long-term contract conversion offer; Early intervention and retention campaign,Medium,Contract Upgrade Campaign
2294-DMMUS,Female,0,Yes,Yes,62,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),70.45,4300.45,No,1219,0.041398257,0,Low,0.0,Offer annual or long-term contract incentive; Offer technical support assistance; Promote online security service; Offer online backup package,Maintain regular engagement; Long-term contract conversion offer; Technical support promotion; Online security package promotion; Loyalty and long-term customer engagement,Low,Contract Upgrade Campaign
0017-IUDMW,Female,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),116.8,8456.75,No,4206,0.004512343,0,Low,0.0,Review pricing and provide personalized offer; Offer fiber service support or loyalty benefit,Maintain regular engagement; Personalized pricing review; Fiber service experience review; Loyalty and long-term customer engagement,Low,Customer Loyalty Campaign
5018-LXQQG,Female,0,Yes,Yes,30,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),66.3,1923.5,No,5067,0.06231035,0,Low,1.0,Offer annual or long-term contract incentive; Offer online backup package,Maintain regular engagement; Long-term contract conversion offer; Early intervention and retention campaign,Low,Contract Upgrade Campaign
5808-TOTXO,Female,0,No,Yes,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),20.55,57.4,No,4317,0.025624275,0,Low,1.0,Provide early-stage customer engagement,Maintain regular engagement; Early customer onboarding support; Early intervention and retention campaign,Low,New Customer Engagement Campaign
1174-FGIFN,Female,0,Yes,Yes,28,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,One year,Yes,Electronic check,90.45,2509.25,No,2486,0.15840325,0,Low,1.0,Promote online security service; Offer online backup package; Review pricing and provide personalized offer; Offer fiber service support or loyalty benefit,Maintain regular engagement; Online security package promotion; Personalized pricing review; Fiber service experience review; Early intervention and retention campaign,Low,Customer Loyalty Campaign
0730-KOAVE,Male,0,No,No,30,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),94.3,2679.7,No,895,0.37418243,0,Low,0.0,Offer annual or long-term contract incentive; Offer technical support assistance; Review pricing and provide personalized offer; Offer fiber service support or loyalty benefit,Maintain regular engagement; Long-term contract conversion offer; Technical support promotion; Personalized pricing review; Fiber service experience review; Loyalty and long-term customer engagement,Low,Contract Upgrade Campaign
1218-VKFPE,Female,0,Yes,Yes,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.0,233.55,Yes,580,0.027341783,0,Low,1.0,Offer annual or long-term contract incentive,Maintain regular engagement; Long-term contract conversion offer; Early intervention and retention campaign,Low,Contract Upgrade Campaign
5313-FPXWG,Male,0,No,No,51,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),24.6,1266.4,No,686,0.025735112,0,Low,1.0,Continue regular customer engagement,Maintain regular engagement; Early intervention and retention campaign,Low,Customer Loyalty Campaign
2834-JKOOW,Female,0,No,No,15,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,One year,No,Mailed check,45.9,693.45,No,6523,0.056777183,0,Low,1.0,Continue regular customer engagement,Maintain regular engagement; Early intervention and retention campaign,Low,Customer Loyalty Campaign
9430-NKQLY,Male,0,Yes,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),25.1,1790.8,No,3466,0.0023036671,0,Low,1.0,Continue regular customer engagement,Maintain regular engagement; Early intervention and retention campaign,Low,Customer Loyalty Campaign
0363-QJVFX,Male,0,No,No,32,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),108.15,3432.9,Yes,5715,0.087122805,0,Low,0.0,Offer annual or long-term contract incentive; Review pricing and provide personalized offer; Offer fiber service support or loyalty benefit,Maintain regular engagement; Long-term contract conversion offer; Personalized pricing review; Fiber service experience review; Loyalty and long-term customer engagement,Low,Contract Upgrade Campaign
